Code,ID,Location,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Replicate,Surveyors,Abun,TRic,TDiv,PRic,PDiv,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.grow,CWM.skel,CWM.corwidth,CWM.cmd,CWM.col,CWM.repmode,CWM.sex,CWM.symb,CWM.branching,CWM.encrusting,CWM.laminar,CWM.massive,CWM.submassive
HA-W-D3-2016-2-16-T4,HA-W-2016-2-16-T4,Pulau Hantu,HA-W,16,2,2016,16/02/2016,1.227255556,103.7468917,Crest,Fringing,3,4,"DH, AD",0.546,18,0.856203625,1630.820026,207.5432188,18,18,1.271884992,0.049096653,0.769278721,0.815614218,0.119344981,0.016103732,19.29441292,1.205902015,7.152808303,297.7655678,1,1,0,0,0.05952381,0.296703297,0,0,0.708791209
HA-W-D3-2016-2-16-T5,HA-W-2016-2-16-T5,Pulau Hantu,HA-W,16,2,2016,16/02/2016,1.227255556,103.7468917,Crest,Fringing,3,5,"DH, AD",0.524,19,0.925727303,1327.52129,154.7671033,19,19,0.252088841,0.049096653,0.7923971,0.849638139,0.104403841,0.012404547,17.17356649,1.235344296,10.02689249,240.4103053,1,1,1,0,0,0.386450382,0,0,0.391221374
HA-W-D2.6-2017-8-16-T1,HA-W-2017-8-16-T1,Pulau Hantu,HA-W,16,8,2017,16/08/2017,1.227255556,103.7468917,Crest,Fringing,2.6,1,"KK, SQ, LN",0.7045,3,0.088309917,625.8330698,18.31902993,3,3,0.083641791,0.049096653,0.966965677,0.491914794,0.00585086,0.000302415,14.9,0.867842441,3.406174592,404.6132009,1,1,0,0,0,0.003548616,0,0,0.960965224
HA-W-D2.6-2017-8-16-T2,HA-W-2017-8-16-T2,Pulau Hantu,HA-W,16,8,2017,16/08/2017,1.227255556,103.7468917,Crest,Fringing,2.6,2,"KK, SQ, LN",0.307,15,0.842661461,1585.853612,210.6952436,15,15,1.310260921,0.049096653,0.626643703,0.917870554,0.1081061,0.01478887,20.56577381,1.276513995,14.06245928,232.1498371,1,1,1,0,0.286644951,0.09771987,0,0,0.182410423
HA-W-D2.6-2017-8-16-T3,HA-W-2017-8-16-T3,Pulau Hantu,HA-W,16,8,2017,16/08/2017,1.227255556,103.7468917,Crest,Fringing,2.6,3,"KK, SQ, LN",0.7195,12,0.490486164,1300.06388,132.2274188,12,12,1.339722798,0.049096653,0.633127563,0.940576423,0.052331006,0.005949515,16.96988304,0.960631206,4.305107714,393.1958042,1,1,0,0,0,0.052814454,0,0,0.753300903
HA-W-D2.6-2017-8-16-T4,HA-W-2017-8-16-T4,Pulau Hantu,HA-W,16,8,2017,16/08/2017,1.227255556,103.7468917,Crest,Fringing,2.6,4,"KK, SQ, LN",0.3985,9,0.708116541,1185.70891,195.3633033,9,9,0.857178254,0.049096653,0.378008963,0.848187907,0.120535448,0.015616635,24.34844291,1.180037641,4.680050188,389.5859473,1,1,0,0,0,0.17565872,0,0,0.888331242
HA-W-D2.6-2017-8-16-T5,HA-W-2017-8-16-T5,Pulau Hantu,HA-W,16,8,2017,16/08/2017,1.227255556,103.7468917,Crest,Fringing,2.6,5,"KK, SQ, LN",0.1805,12,0.862025307,1317.491873,109.5558284,12,12,1.586564832,0.049096653,0.740113251,0.694128525,0.078630145,0.009339565,15.26149733,1.369723171,11.37091413,168.220339,1,1,1,0,0,0.324099723,1,0,0.581717452
HA-W-D3-2018-8-10-T1,HA-W-2018-8-10-T1,Pulau Hantu,HA-W,10,8,2018,10/08/2018,1.227255556,103.7468917,Crest,Fringing,3,1,SC,0.4475,20,0.899240348,1688.686122,213.1761806,20,20,1.804859885,0.049096653,0.684975079,0.694183884,0.117800699,0.018607223,27.95904159,1.308440054,17.37715084,171.6927374,1,1,1,0,0.426815642,0.301675978,1,0,0.58547486
HA-W-D3-2018-8-10-T2,HA-W-2018-8-10-T2,Pulau Hantu,HA-W,10,8,2018,10/08/2018,1.227255556,103.7468917,Crest,Fringing,3,2,SC,0.61,14,0.753986831,1303.369515,170.3324006,14,14,0.816432584,0.049096653,0.584442012,0.900048243,0.057688261,0.005355827,16.97690254,1.071694352,6.263155738,220.0901639,1,1,0,0,0,0.136885246,0,1,0.740983607
HA-W-D3-2018-8-10-T3,HA-W-2018-8-10-T3,Pulau Hantu,HA-W,10,8,2018,10/08/2018,1.227255556,103.7468917,Crest,Fringing,3,3,SC,0.4405,14,0.78969956,1332.783505,192.4014325,14,14,1.594818505,0.049096653,0.721000354,0.677049656,0.096506416,0.01201397,15.85907656,1.121243169,7.036265607,193.3030647,1,1,0,0,0,0.189557321,0,1,0.652667423
HA-W-D3-2018-8-10-T4,HA-W-2018-8-10-T4,Pulau Hantu,HA-W,10,8,2018,10/08/2018,1.227255556,103.7468917,Crest,Fringing,3,4,SC,0.245,16,0.912444815,1389.15526,205.4700466,16,16,1.030504976,0.049096653,0.795839831,0.779378448,0.09566924,0.011006614,16.45542064,1.330966981,5.976020408,206.622449,1,1,1,0,0,0.404081633,1,0,0.465306122
HA-W-D3-2018-8-10-T5,HA-W-2018-8-10-T5,Pulau Hantu,HA-W,10,8,2018,10/08/2018,1.227255556,103.7468917,Crest,Fringing,3,5,SC,0.2975,14,0.871232258,873.0287884,36.22950236,14,14,0.187863229,0.049096653,0.742702547,0.768026524,0.055049394,0.003825662,14.09623267,1.32783054,8.883613445,136.3063063,1,1,1,0,0,0.442016807,0,0,0.838655462
HA-W-D3-2019-9-18-T1,HA-W-2019-9-18-T1,Pulau Hantu,HA-W,18,9,2019,18/09/2019,1.227255556,103.7468917,Crest,Fringing,3,1,"DH, SC, SJ, JF",0.615,17,0.899627206,1484.482352,212.5585218,17,17,0.830788063,0.049096653,0.80237476,0.735030862,0.118406763,0.01444397,52.8488189,1.316577534,4.316303437,418.0731707,1,1,1,0,0.179674797,0.286178862,0,0,0.638211382
HA-W-D3-2019-9-18-T2,HA-W-2019-9-18-T2,Pulau Hantu,HA-W,18,9,2019,18/09/2019,1.227255556,103.7468917,Crest,Fringing,3,2,"DH, SC, SJ, JF",0.654,15,0.867831692,1258.625458,206.4799931,15,15,1.17361238,0.049096653,0.660398813,0.674519153,0.096753841,0.008334433,20.56362329,1.076872624,7.989513252,254.7094801,1,1,0,0,0,0.378440367,0,0,0.96559633
HA-W-D3-2019-9-18-T3,HA-W-2019-9-18-T3,Pulau Hantu,HA-W,18,9,2019,18/09/2019,1.227255556,103.7468917,Crest,Fringing,3,3,"DH, SC, SJ, JF",0.566,16,0.737296945,1507.690485,199.2193401,16,16,1.197665326,0.049096653,0.805111459,0.740841394,0.09564595,0.011528089,16.5689008,1.105881801,6.554019435,393.1448763,1,1,0,0,0,0.142226148,0,0,0.651060071
HA-W-D3-2019-9-18-T4,HA-W-2019-9-18-T4,Pulau Hantu,HA-W,18,9,2019,18/09/2019,1.227255556,103.7468917,Crest,Fringing,3,4,"DH, SC, SJ, JF",0.3805,16,0.891247252,1472.804332,213.3932845,16,16,2.018247785,0.049096653,0.78190459,0.728874762,0.12109927,0.017593924,21.89816934,1.262617391,8.693758669,243.4625493,1,1,1,0,0,0.303547963,1,0,0.551905388
HA-W-D3-2019-9-18-T5,HA-W-2019-9-18-T5,Pulau Hantu,HA-W,18,9,2019,18/09/2019,1.227255556,103.7468917,Crest,Fringing,3,5,"DH, SC, SJ, JF",0.3375,17,0.849523182,1363.156044,98.95800733,17,17,0.883808287,0.049096653,0.678422385,0.801881297,0.10566651,0.013438627,15.10251103,1.269711037,10.84034568,145.9703704,1,1,1,0,0,0.302222222,0,1,0.408888889
HA-W-D3-2020-6-25-T1,HA-W-2020-6-25-T1,Pulau Hantu,HA-W,25,6,2020,25/06/2020,1.227255,103.746892,Crest,Fringing,3,1,"DH, SJ, AD",0.729,14,0.502542145,1168.599091,144.5872876,14,14,0.513294424,0.049096653,0.65019758,0.9027259,0.063035528,0.006334929,21.09791383,0.960267341,4.727469136,373.3744856,1,1,0,0,0,0.148834019,0,0,0.812071331
HA-W-D3-2020-6-25-T2,HA-W-2020-6-25-T2,Pulau Hantu,HA-W,25,6,2020,25/06/2020,1.227255,103.746892,Crest,Fringing,3,2,"DH, SJ, AD",0.566,18,0.916094907,1348.410592,217.0735254,18,18,0.420992142,0.049096653,0.654667268,0.802787209,0.107784661,0.011444383,40.2862478,1.282092179,6.826287263,304.0636042,1,1,1,0,0.176678445,0.286219081,0,0,0.588339223
HA-W-D3-2020-6-25-T3,HA-W-2020-6-25-T3,Pulau Hantu,HA-W,25,6,2020,25/06/2020,1.227255,103.746892,Crest,Fringing,3,3,"DH, SJ, AD",0.6365,19,0.911796086,1460.437798,206.911074,19,19,1.639212923,0.049096653,0.74866253,0.834274674,0.112053697,0.014691312,18.14515462,1.123739283,6.75145326,279.5247447,1,1,0,0,0.019638649,0.471327573,0,0,0.676355067
HA-W-D3-2020-6-25-T4,HA-W-2020-6-25-T4,Pulau Hantu,HA-W,25,6,2020,25/06/2020,1.227255,103.746892,Crest,Fringing,3,4,"DH, SJ, AD",0.614,16,0.817425119,1532.985872,176.8023837,16,16,1.237106756,0.049096653,0.678181644,0.684378465,0.079467688,0.008913952,16.37732244,1.067821984,5.394677284,362.3574919,1,1,0,0,0.012214984,0.500814332,0,1,0.212540717
HA-W-D3-2020-6-25-T5,HA-W-2020-6-25-T5,Pulau Hantu,HA-W,25,6,2020,25/06/2020,1.227255,103.746892,Crest,Fringing,3,5,"DH, SJ, AD",0.4075,18,0.857107155,1520.935873,217.3179699,18,18,1.893049125,0.049096653,0.594723606,0.482577048,0.108924835,0.01751745,23.41052499,1.203104592,14.28525562,354.4408867,1,1,0,0,0,0.262576687,1,0,0.617177914
HA-W-D3-2020-9-25-T1,HA-W-2020-9-25-T1,Pulau Hantu,HA-W,25,9,2020,25/09/2020,1.227255,103.746892,Crest,Fringing,3,1,"DH, LN, SC, SQ, JF, VK, SJ, DT, ZJ, JL",0.5665,17,0.828132048,1550.983377,212.9043671,17,17,0.758392617,0.049096653,0.685249263,0.782831456,0.121099288,0.014460394,25.54543762,1.249085081,4.287981759,307.1668138,1,1,1,0,0,0.329214475,1,0,0.770520741
HA-W-D3-2020-9-25-T2,HA-W-2020-9-25-T2,Pulau Hantu,HA-W,25,9,2020,25/09/2020,1.227255,103.746892,Crest,Fringing,3,2,"DH, LN, SC, SQ, JF, VK, SJ, DT, ZJ, JL",0.36,16,0.808819444,1570.231815,205.133466,16,16,0.832666285,0.049096653,0.688012476,0.836754247,0.08684759,0.008004051,24.63518415,1.320247261,6.924780702,168.3263598,1,1,0,0,0,0.652777778,1,0,0.347222222
HA-W-D3-2020-9-25-T3,HA-W-2020-9-25-T3,Pulau Hantu,HA-W,25,9,2020,25/09/2020,1.227255,103.746892,Crest,Fringing,3,3,"DH, LN, SC, SQ, JF, VK, SJ, DT, ZJ, JL",0.438,19,0.868132441,1582.262619,94.91414522,19,19,0.881964996,0.049096653,0.623226191,0.720178865,0.07963386,0.010494671,21.24440647,1.463812456,6.984056317,245.4680365,1,1,1,0,0,0.253424658,1,0,0.607305936
HA-W-D3-2020-9-25-T4,HA-W-2020-9-25-T4,Pulau Hantu,HA-W,25,9,2020,25/09/2020,1.227255,103.746892,Crest,Fringing,3,4,"DH, LN, SC, SQ, JF, VK, SJ, DT, ZJ, JL",0.409,19,0.695049049,1445.265176,188.7277127,19,19,1.100941476,0.049096653,0.736843044,0.793557926,0.096339638,0.011190375,18.07005102,1.048277262,5.010466667,333.190709,1,1,0,0,0,0.224938875,0,0,0.848410758
HA-W-D3-2020-9-25-T5,HA-W-2020-9-25-T5,Pulau Hantu,HA-W,25,9,2020,25/09/2020,1.227255,103.746892,Crest,Fringing,3,5,"DH, LN, SC, SQ, JF, VK, SJ, DT, ZJ, JL",0.27,13,0.792475995,1301.429974,209.0716133,13,13,1.175760599,0.049096653,0.819031671,0.70102768,0.113580587,0.014654466,18.56696429,1.165382857,17.1737963,511.0740741,1,1,0,0,0,0.140740741,0,0,0.522222222
HP-E-D3-2016-10-10-T1,HP-E-2016-10-10-T1,Hantu Patch,HP-E,10,10,2016,10/10/2016,1.226466667,103.7462,Crest,Patch,3,1,DH,0.307,17,0.865234644,1256.385188,101.4530134,17,17,1.389655002,0.049096653,0.635585945,0.897414528,0.114678773,0.015165515,19.11596525,1.345044092,25.10621607,136.9771987,1,1,1,0,0.03257329,0.374592834,1,0,0.320846906
HP-E-D3-2016-10-10-T2,HP-E-2016-10-10-T2,Hantu Patch,HP-E,10,10,2016,10/10/2016,1.226466667,103.7462,Crest,Patch,3,2,DH,0.2745,15,0.866785445,916.9049407,56.26015279,15,15,0.066770158,0.049096653,0.704891499,0.801827703,0.053075136,0.003421484,17.78740458,1.301602914,9.95188221,153.4153005,1,1,1,0,0,0.653916211,0,0,0.739526412
HP-E-D3-2016-10-10-T3,HP-E-2016-10-10-T3,Hantu Patch,HP-E,10,10,2016,10/10/2016,1.226466667,103.7462,Crest,Patch,3,3,DH,0.261,14,0.877225819,1195.981368,183.8606429,14,14,1.409784284,0.049096653,0.621657167,0.714671445,0.115903919,0.016504921,16.02557951,1.273761807,32.96800766,219.0996169,1,1,1,0,0,0.168582375,1,0,0.74137931
HP-E-D3-2016-10-10-T4,HP-E-2016-10-10-T4,Hantu Patch,HP-E,10,10,2016,10/10/2016,1.226466667,103.7462,Crest,Patch,3,4,DH,0.204,12,0.825559881,1233.021917,76.65922979,12,12,1.025893417,0.049096653,0.585391402,0.681716105,0.058767659,0.005341279,16.03047619,1.399313725,10.18406863,183.5294118,1,1,1,0,0,0.475490196,1,0,0.818627451
HP-E-D3-2016-10-10-T5,HP-E-2016-10-10-T5,Hantu Patch,HP-E,10,10,2016,10/10/2016,1.226466667,103.7462,Crest,Patch,3,5,DH,0.243,14,0.877076665,1263.724147,174.6397317,14,14,1.158582971,0.049096653,0.676731083,0.695419417,0.077390507,0.008309606,18.09364339,1.343168675,8.69430727,183.1893004,1,1,1,0,0,0.469135802,0,0,0.504115226
HP-E-D3-2018-10-11-T1,HP-E-2018-10-11-T1,Hantu Patch,HP-E,11,10,2018,11/10/2018,1.226466667,103.7462,Crest,Patch,3,1,SC,0.35,19,0.909718367,1174.570082,125.3571162,19,19,1.308983775,0.049096653,0.768507733,0.81627042,0.112127713,0.015422808,21.31929638,1.277607362,15.16171429,183.3871429,1,1,1,0,0,0.422857143,1,0,0.521428571
HP-E-D3-2018-10-11-T2,HP-E-2018-10-11-T2,Hantu Patch,HP-E,11,10,2018,11/10/2018,1.226466667,103.7462,Crest,Patch,3,2,SC,0.259,18,0.894977714,1270.339411,157.1777734,18,18,2.334171051,0.049096653,0.749218727,0.66944529,0.147650589,0.02923318,24.3662069,1.455967841,36.63,246.9420849,1,1,1,0,0.061776062,0.254826255,1,0,0.301158301
HP-E-D3-2018-10-11-T3,HP-E-2018-10-11-T3,Hantu Patch,HP-E,11,10,2018,11/10/2018,1.226466667,103.7462,Crest,Patch,3,3,SC,0.1265,7,0.737365058,896.5145857,72.40438083,7,7,0.627439674,0.049096653,0.4289869,0.866488635,0.103121869,0.012201756,24.57433036,1.456345382,11.65483193,251.4426877,1,1,1,0,0,0.308300395,1,0,0.063241107
HP-E-D3-2018-10-11-T4,HP-E-2018-10-11-T4,Hantu Patch,HP-E,11,10,2018,11/10/2018,1.226466667,103.7462,Crest,Patch,3,4,SC,0.2195,15,0.898864161,1402.158814,159.6285121,15,15,0.513589601,0.049096653,0.705251384,0.706414441,0.097514698,0.012362338,21.07101648,1.359639423,11.33280182,239.8724374,1,1,1,0,0.307517084,0.273348519,0,0,0.273348519
HP-E-D3-2018-10-11-T5,HP-E-2018-10-11-T5,Hantu Patch,HP-E,11,10,2018,11/10/2018,1.226466667,103.7462,Crest,Patch,3,5,SC,0.148,13,0.883697042,1406.115334,134.1703548,13,13,1.380172507,0.049096653,0.689457912,0.65323527,0.110958647,0.014011152,20.70320513,1.349003041,10.66976351,283.0067568,1,1,1,0,0.010135135,0.243243243,1,0,0.439189189
HP-W-D3-2016-12-9-T1,HP-W-2016-12-9-T1,Hantu Patch,HP-W,9,12,2016,9/12/2016,1.227269444,103.7453972,Crest,Patch,3,1,"SC, JW",0.1,10,0.82375,976.2392061,153.6798424,10,10,0.240145738,0.049096653,0.752150158,0.781373311,0.080783221,0.008282147,33.43007519,1.071114286,13.1697861,127.1,1,1,1,0,0.11,0.465,1,0,0.38
HP-W-D3-2016-12-9-T2,HP-W-2016-12-9-T2,Hantu Patch,HP-W,9,12,2016,9/12/2016,1.227269444,103.7453972,Crest,Patch,3,2,"SC, JW",0.2585,17,0.863881417,1360.944493,169.9971598,17,17,0.83260174,0.049096653,0.752804819,0.833349224,0.080102414,0.007470661,26.06134021,1.301266846,10.81646825,145.212766,1,1,1,0,0,0.667311412,1,0,0.166344294
HP-W-D3-2016-12-9-T3,HP-W-2016-12-9-T3,Hantu Patch,HP-W,9,12,2016,9/12/2016,1.227269444,103.7453972,Crest,Patch,3,3,"SC, JW",0.1895,11,0.779234341,1010.492547,109.9422422,11,11,0.660998982,0.049096653,0.788506256,0.744508177,0.061479944,0.005862131,22.54949495,1.276550523,16.39403794,133.7467018,1,1,1,0,0,0.580474934,1,0,0.089709763
HP-W-D3-2016-12-9-T4,HP-W-2016-12-9-T4,Hantu Patch,HP-W,9,12,2016,9/12/2016,1.227269444,103.7453972,Crest,Patch,3,4,"SC, JW",0.19,19,0.915221607,1329.618491,157.438197,19,19,1.528242222,0.049096653,0.758510031,0.798360518,0.115793352,0.014323012,16.42186047,1.250310345,11.01831111,141.4210526,1,1,1,0,0,0.736842105,0,0,0.381578947
HP-W-D3-2016-12-9-T5,HP-W-2016-12-9-T5,Hantu Patch,HP-W,9,12,2016,9/12/2016,1.227269444,103.7453972,Crest,Patch,3,5,"SC, JW",0.334,21,0.914670659,1529.032157,210.5227974,21,21,2.13156598,0.049096653,0.704353993,0.724468534,0.101501714,0.015459578,18.17920952,1.342723384,12.64614148,182.7994012,1,1,1,0,0.01497006,0.627245509,1,0,0.709580838
JO-S-D3-2016-5-16-T1,JO-S-2016-5-16-T1,Pulau Jong,JO-S,16,5,2016,16/05/2016,1.214027778,103.7874889,Crest,Fringing,3,1,DH,0.4255,17,0.898159489,1353.101173,204.9041756,17,17,0.860402858,0.049096653,0.639684882,0.752023726,0.087903639,0.008376198,14.21297297,1.305986842,8.236780258,217.4970623,1,1,1,0,0,0.491186839,1,0,0.491186839
JO-S-D3-2016-5-16-T2,JO-S-2016-5-16-T2,Pulau Jong,JO-S,16,5,2016,16/05/2016,1.214027778,103.7874889,Crest,Fringing,3,2,DH,0.296,11,0.787299123,1221.525316,117.3080109,11,11,1.123042151,0.049096653,0.546669028,0.791523203,0.07480871,0.007735669,27.92598967,1.48,7.432179054,273.5945486,1,1,1,0,0,0.586148649,1,0,0.33277027
JO-S-D3-2016-5-16-T3,JO-S-2016-5-16-T3,Pulau Jong,JO-S,16,5,2016,16/05/2016,1.214027778,103.7874889,Crest,Fringing,3,3,DH,0.3195,19,0.899522679,1216.518101,163.2791553,19,19,0.557035533,0.049096653,0.67716799,0.60999125,0.082754066,0.009641874,11.98198576,1.325287846,19.0870892,177.5352113,1,1,1,0,0,0.666666667,1,0,0.471048513
JO-S-D3-2016-5-16-T4,JO-S-2016-5-16-T4,Pulau Jong,JO-S,16,5,2016,16/05/2016,1.214027778,103.7874889,Crest,Fringing,3,4,DH,0.4515,15,0.850807386,1353.610798,186.2287395,15,15,1.407007286,0.049096653,0.737289822,0.896128302,0.114095367,0.01598495,21.17376492,1.376594483,8.765337763,148.4606866,1,1,1,0,0,0.673311185,0,0,0.42192691
JO-S-D3-2016-5-16-T5,JO-S-2016-5-16-T5,Pulau Jong,JO-S,16,5,2016,16/05/2016,1.214027778,103.7874889,Crest,Fringing,3,5,DH,0.377,14,0.858716377,1280.639175,152.0781584,14,14,0.421853274,0.049096653,0.529650529,0.704058752,0.057989214,0.004766316,18.74263566,1.41,15.60439876,144.3567639,1,1,1,0,0,0.820954907,1,0,0.652519894
JO-S-D3-2018-9-25-T1,JO-S-2018-9-25-T1,Pulau Jong,JO-S,25,9,2018,25/09/2018,1.214027778,103.7874889,Crest,Fringing,3,1,"DH, SC",0.201,11,0.867478528,1000.688242,145.8257031,11,11,0.363882836,0.049096653,0.817776729,0.751142511,0.071042976,0.005957021,11.93370787,1.241467662,11.49878706,138.6567164,1,1,1,0,0,0.763681592,0,0,0.527363184
JO-S-D3-2018-9-25-T2,JO-S-2018-9-25-T2,Pulau Jong,JO-S,25,9,2018,25/09/2018,1.214027778,103.7874889,Crest,Fringing,3,2,"DH, SC",0.246,14,0.878164452,1254.657539,153.1847896,14,14,0.798067841,0.049096653,0.556624581,0.811190015,0.097986458,0.010509235,13.7609723,1.254368932,8.432418699,286.5142276,1,1,1,0,0,0.471544715,0,0,0.365853659
JO-S-D3-2018-9-25-T3,JO-S-2018-9-25-T3,Pulau Jong,JO-S,25,9,2018,25/09/2018,1.214027778,103.7874889,Crest,Fringing,3,3,"DH, SC",0.4285,16,0.868174645,1478.6469,178.5038302,16,16,1.223957967,0.049096653,0.737119019,0.630380653,0.078097746,0.00850804,18.40403101,1.403964615,6.212718786,237.3220537,1,1,1,0,0.060676779,0.623103851,1,0,0.67327888
JO-S-D3-2018-9-25-T4,JO-S-2018-9-25-T4,Pulau Jong,JO-S,25,9,2018,25/09/2018,1.214027778,103.7874889,Crest,Fringing,3,4,"DH, SC",0.1305,16,0.922828496,1190.808125,124.2471349,16,16,0.870638434,0.049096653,0.803305158,0.556841837,0.061299657,0.00558046,17.90205745,1.258255319,13.57203626,117.9118774,1,1,1,0,0.168582375,0.490421456,0,1,0.222222222
JO-S-D3-2018-9-25-T5,JO-S-2018-9-25-T5,Pulau Jong,JO-S,25,9,2018,25/09/2018,1.214027778,103.7874889,Crest,Fringing,3,5,"DH, SC",0.277,19,0.903393762,1315.953924,98.02770757,19,19,1.118859623,0.049096653,0.751438029,0.796817567,0.103648382,0.010982903,14.1504898,1.20612844,8.968140794,252.400722,1,1,1,0,0.018050542,0.637184116,0,0,0.314079422
JO-S-D3-2019-10-12-T1,JO-S-2019-10-12-T1,Pulau Jong,JO-S,12,10,2019,12/10/2019,1.214027778,103.7874889,Crest,Fringing,3,1,"DH, CM",0.241,12,0.881794391,966.4136449,39.15703443,12,12,0.282184592,0.049096653,0.882219024,0.622986697,0.057053381,0.003560262,14.53496368,1.301511905,10.69767699,129.2116183,1,1,1,0,0,0.487551867,0,0,0.441908714
JO-S-D3-2019-10-12-T2,JO-S-2019-10-12-T2,Pulau Jong,JO-S,12,10,2019,12/10/2019,1.214027778,103.7874889,Crest,Fringing,3,2,"DH, CM",0.4095,18,0.891092356,1242.367565,73.52615365,18,18,1.784120742,0.049096653,0.730907625,0.773599728,0.075847092,0.008573409,18.11765677,1.372766119,10.90860806,161.8559219,1,1,1,0,0,0.499389499,1,0,0.63003663
JO-S-D3-2019-10-12-T3,JO-S-2019-10-12-T3,Pulau Jong,JO-S,12,10,2019,12/10/2019,1.214027778,103.7874889,Crest,Fringing,3,3,"DH, CM",0.3,20,0.895161111,1471.167754,163.4684283,20,20,1.189504436,0.049096653,0.717991969,0.661459606,0.079454224,0.008086519,12.74789453,1.312983051,10.76672673,177.2,1,1,1,0,0,0.678333333,1,0,0.775
JO-S-D3-2019-10-12-T4,JO-S-2019-10-12-T4,Pulau Jong,JO-S,12,10,2019,12/10/2019,1.214027778,103.7874889,Crest,Fringing,3,4,"DH, CM",0.325,14,0.89112426,1304.054459,193.5700724,14,14,0.711800158,0.049096653,0.744590158,0.771118921,0.102280709,0.011407995,10.38053977,1.287820946,7.3725,276.3846154,1,1,1,0,0.035384615,0.587692308,0,0,0.690769231
JO-S-D3-2019-10-12-T5,JO-S-2019-10-12-T5,Pulau Jong,JO-S,12,10,2019,12/10/2019,1.214027778,103.7874889,Crest,Fringing,3,5,"DH, CM",0.309,14,0.77426399,877.9508066,94.92093268,14,14,0.085916247,0.049096653,0.773249612,0.909651047,0.054525333,0.003925875,12.00331772,1.44,8.166747573,222.4514563,1,1,1,0,0,0.501618123,1,0,0.852750809
KU-NE-D3-2016-12-22-T1,KU-NE-2016-12-22-T1,Kusu,KU-NE,22,12,2016,22/12/2016,1.225680556,103.8599028,Crest,Fringing,3,1,DH,0.153,9,0.816438122,1256.275525,153.8160746,9,9,1.379964081,0.049096653,0.625850774,0.708125018,0.076678536,0.008955534,22.25967366,1.332939189,5.246188851,175.6081081,1,1,1,0,0,0.58496732,0,0,0.549019608
KU-NE-D3-2016-12-22-T2,KU-NE-2016-12-22-T2,Kusu,KU-NE,22,12,2016,22/12/2016,1.225680556,103.8599028,Crest,Fringing,3,2,DH,0.3595,13,0.850365888,1285.158852,183.7879322,13,13,0.996822523,0.049096653,0.778370165,0.859452584,0.106611848,0.011963367,28.28621359,1.288631124,4.207391512,338.9429764,1,1,1,0,0,0.844228095,1,0,0.514603616
KU-NE-D3-2016-12-22-T3,KU-NE-2016-12-22-T3,Kusu,KU-NE,22,12,2016,22/12/2016,1.225680556,103.8599028,Crest,Fringing,3,3,DH,0.149,12,0.850592316,1393.546907,171.4105407,12,12,0.939544025,0.049096653,0.636491218,0.701291887,0.083736063,0.00917836,22.22428571,1.340672269,7.478754579,124.8322148,1,1,1,0,0,0.157718121,1,0,0.661073826
KU-NE-D3-2016-12-22-T4,KU-NE-2016-12-22-T4,Kusu,KU-NE,22,12,2016,22/12/2016,1.225680556,103.8599028,Crest,Fringing,3,4,DH,0.2115,13,0.887692884,1100.555627,170.488734,13,13,0.831659047,0.049096653,0.781806565,0.840531422,0.098972502,0.010257976,14.06040921,1.303167539,8.366115051,284.858156,1,1,1,0,0,0.43498818,0,1,0.524822695
KU-NE-D3-2016-12-22-T5,KU-NE-2016-12-22-T5,Kusu,KU-NE,22,12,2016,22/12/2016,1.225680556,103.8599028,Crest,Fringing,3,5,DH,0.1505,12,0.866392203,1158.313918,193.5864124,12,12,0.261408818,0.049096653,0.824956488,0.843136074,0.066372757,0.004734549,26.74276127,1.315511811,9.571419753,155.3986711,1,1,1,0,0,0.495016611,1,0,0.255813953
KU-NE-D3-2017-10-3-T1,KU-NE-2017-10-3-T1,Kusu,KU-NE,3,10,2017,3/10/2017,1.225680556,103.8599028,Crest,Fringing,3,1,"DW, WT, KK, SQ",0.3745,11,0.829959305,1353.025689,211.6741087,11,11,1.553891178,0.049096653,0.565524339,0.797049948,0.11785334,0.014197692,13.19062955,1.050833333,9.058344459,242.5500668,1,1,1,0,0,0.618157543,0,1,0.03070761
KU-NE-D3-2017-10-3-T2,KU-NE-2017-10-3-T2,Kusu,KU-NE,3,10,2017,3/10/2017,1.225680556,103.8599028,Crest,Fringing,3,2,"DW, WT, KK, SQ",0.252,14,0.856371252,1342.430974,170.5942783,14,14,1.392682533,0.049096653,0.686711505,0.951143068,0.126953166,0.017021272,21.53079201,1.282100239,5.296626984,137.1626984,1,1,1,0,0,0.954365079,1,0,0.515873016
KU-NE-D3-2017-10-3-T3,KU-NE-2017-10-3-T3,Kusu,KU-NE,3,10,2017,3/10/2017,1.225680556,103.8599028,Crest,Fringing,3,3,"DW, WT, KK, SQ",0.1605,16,0.924214633,1549.2635,174.9778361,16,16,3.761433971,0.049096653,0.833578255,0.75373693,0.165097733,0.043536532,18.30828307,1.326019167,37.04734463,153.8461538,1,1,1,0,0.161993769,0.526479751,0,1,0.299065421
