Code,ID,Replicate,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Surveyors,Location,Abun,TRic,TDiv,PRic,PDiv,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ,CWM.grow,CWM.skel,CWM.corwidth,CWM.cmd,CWM.col,CWM.repmode,CWM.sex,CWM.symb,CWM.branching,CWM.encrusting,CWM.laminar,CWM.massive,CWM.submassive
RL-W-D3-2005-9-4-T3,SGCRT0026-3,3,RL-W,4,9,2005,4/09/2005,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.727,20,0.812809704,1567.484275,176.1009673,20,20,0.397971189,0.221688265,0.637619621,0.766515258,0.145057222,0.025264677,18.96376079,1.416333616,7.515610587,269.1357708,0.991059147,0.949676824,0.682354097,0,0.038726061,0.378099886,0.688252944,0.227519386,0.640264069
RL-W-D3-2005-9-4-T5,SGCRT0026-5,5,RL-W,4,9,2005,4/09/2005,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.4785,17,0.882988353,1395.605193,207.7718372,17,17,0.29085662,0.221688265,0.678327856,0.903417579,0.163206584,0.03065001,22.8498583,1.32525007,6.620711173,232.0237272,1,0.966039707,0.728317659,0,0.076706053,0.506917316,0.569118238,0.29171389,0.698336147
RL-W-D3-2006-7-23-T1,SGCRT0038-1,1,RL-W,23,7,2006,23/07/2006,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.1785,14,0.892702179,1546.70784,215.9278476,14,14,0.430174477,0.221688265,0.782878707,0.839707469,0.193223808,0.043633403,25.01021151,1.308712584,20.7840884,255.8716482,0.913165266,0.981213819,0.579431773,0,0.049032536,0.475727932,0.506985563,0.364845938,0.473541981
RL-W-D3-2006-7-23-T2,SGCRT0038-2,2,RL-W,23,7,2006,23/07/2006,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.375,18,0.831544889,1595.724118,189.049258,18,18,0.443205189,0.221688265,0.697821942,0.782438453,0.152747059,0.030144107,25.03047837,1.32089457,17.5927162,181.8015897,0.970666667,0.9792,0.840571429,0,0.069271795,0.396330769,0.580928205,0.321282051,0.619190598
RL-W-D3-2006-7-23-T3,SGCRT0038-3,3,RL-W,23,7,2006,23/07/2006,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.3825,14,0.609013627,1585.407435,128.8625004,14,14,0.443205189,0.221688265,0.680055171,0.645517471,0.114470245,0.022303112,21.46947802,1.497342484,12.98114268,232.3958923,0.967320261,0.979520697,0.830999066,0,0.020965309,0.216672652,0.772592114,0.179679308,0.771647633
RL-W-D3-2006-7-23-T4,SGCRT0038-4,4,RL-W,23,7,2006,23/07/2006,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.279,17,0.9095785,1806.798287,189.4938184,17,17,0.341478426,0.221688265,0.649194199,0.923923753,0.164173097,0.028958848,16.38432232,1.305275218,7.987606313,296.6810922,1,0.971590909,0.525857655,0,0.034982998,0.45338237,0.399801095,0.477999002,0.437135341
RL-W-D3-2006-7-23-T5,SGCRT0038-5,5,RL-W,23,7,2006,23/07/2006,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.348,16,0.865169606,1590.150116,189.8202867,16,16,0.268925907,0.221688265,0.725442152,0.690823296,0.137429946,0.023253924,27.05637115,1.261388602,7.376529787,203.3722027,1,0.995689655,0.829022989,0,0.043832891,0.516441939,0.615086207,0.268236074,0.510267462
RL-W-D3-2008-10-11-T1,SGCRT0063-1,1,RL-W,11,10,2008,11/10/2008,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.2775,16,0.83804886,1726.19951,215.9432423,16,16,0.496485168,0.221688265,0.610298491,0.862267676,0.164767719,0.032401555,30.41056751,1.187832143,10.76602538,141.3766693,0.97027027,0.946942943,0.787784679,0,0.14762809,0.519787249,0.453616078,0.332452645,0.510310695
RL-W-D3-2008-10-11-T2,SGCRT0063-2,2,RL-W,11,10,2008,11/10/2008,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.436,14,0.85058865,1577.016869,187.694388,14,14,0.463852744,0.221688265,0.664702968,0.67701907,0.143846654,0.026735989,22.79052773,1.4995519,15.18655702,279.3824053,0.975917431,0.987958716,0.660291131,0,0.101711362,0.461534786,0.72536609,0.131428634,0.711367913
RL-W-D3-2008-10-11-T3,SGCRT0063-3,3,RL-W,11,10,2008,11/10/2008,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.495,19,0.762916029,1678.265618,153.4791755,19,19,0.483822269,0.221688265,0.688168601,0.687447056,0.138753647,0.024805105,21.31160492,1.395828479,9.302934108,207.8133737,0.981212121,0.961188256,0.767676768,0,0.041372442,0.336804714,0.726395493,0.207189523,0.636682854
RL-W-D3-2008-10-11-T4,SGCRT0063-4,4,RL-W,11,10,2008,11/10/2008,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.3585,13,0.872382019,1472.419335,162.8862267,13,13,0.346027373,0.221688265,0.81102908,0.859599647,0.149067236,0.026145806,19.28624564,1.306592997,6.626101791,229.3752765,1,0.987708948,0.728830444,0,0.022368845,0.345902621,0.533043665,0.385292619,0.63070039
RL-W-D3-2008-10-11-T5,SGCRT0063-5,5,RL-W,11,10,2008,11/10/2008,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.3325,20,0.888755724,1637.965619,217.3612799,20,20,0.353575512,0.221688265,0.795155138,0.892203879,0.16785235,0.030340908,23.09907379,1.243599436,7.153331292,191.0770167,1,0.949230769,0.667883996,0,0.067967997,0.51377193,0.545806825,0.320797185,0.616615577
RL-W-D3-2009-9-19-T1,SGCRT0078-1,1,RL-W,19,9,2009,19/09/2009,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.4105,17,0.865570492,1563.051588,216.6606348,17,17,0.443071285,0.221688265,0.69243204,0.828951237,0.172881957,0.03200197,26.10960939,1.268199427,10.21407323,245.2289117,0.983556638,0.939975093,0.67452321,0,0.103935163,0.581644492,0.585271245,0.280725897,0.378505731
RL-W-D3-2009-9-19-T2,SGCRT0078-2,2,RL-W,19,9,2009,19/09/2009,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.753,16,0.800991695,1562.37136,190.5402407,16,16,0.436056643,0.221688265,0.606155747,0.772018648,0.149372233,0.027913012,18.57296863,1.52457912,17.40073042,285.1100142,0.928286853,0.997786631,0.580629862,0,0.020857595,0.295804389,0.721565022,0.201057948,0.841393401
RL-W-D3-2009-9-19-T3,SGCRT0078-3,3,RL-W,19,9,2009,19/09/2009,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.8365,15,0.854687632,1518.697563,212.8567838,15,15,0.402224501,0.221688265,0.633680657,0.785987683,0.164398036,0.030026349,24.56757912,1.371976488,5.966804585,288.1125076,0.996533174,0.962343096,0.634787806,0,0.07013196,0.397463485,0.656935951,0.228080601,0.650671295
RL-W-D3-2009-9-19-T4,SGCRT0078-4,4,RL-W,19,9,2009,19/09/2009,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.6095,15,0.90615568,1539.231646,191.4583391,15,15,0.376036919,0.221688265,0.687253977,0.870277362,0.167479711,0.031468472,19.17194165,1.237776401,7.418863323,281.2302321,1,0.966365874,0.638228056,0,0.043446709,0.481990282,0.402631413,0.508045687,0.359601712
RL-W-D3-2009-9-19-T5,SGCRT0078-5,5,RL-W,19,9,2009,19/09/2009,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.4385,17,0.888755982,1518.002375,217.5265673,17,17,0.409373047,0.221688265,0.588750158,0.877951869,0.167683882,0.031269953,24.70268411,1.215524521,13.37944972,188.6986292,1,0.950209046,0.688385731,0,0.069906149,0.583798205,0.514603982,0.306398562,0.498325439
RL-W-D3-2010-9-19-T1,SGCRT0088-1,1,RL-W,19,9,2010,19/09/2010,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.2845,17,0.910121973,1591.766574,184.9357241,17,17,0.443205189,0.221688265,0.827034404,0.83420518,0.167586814,0.038038231,23.91912518,1.359089229,24.67688932,184.240854,0.896309315,0.975910955,0.742154155,0,0.08873327,0.39033099,0.504774909,0.353665337,0.431211978
RL-W-D3-2010-9-19-T2,SGCRT0088-2,2,RL-W,19,9,2010,19/09/2010,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.2615,15,0.852377627,1652.558173,211.5250765,15,15,0.436989732,0.221688265,0.630450759,0.830412733,0.189531575,0.037044052,30.74115259,1.279601944,4.655854135,266.9997161,0.990439771,0.899043977,0.598743513,0,0.220650096,0.417172693,0.490656189,0.303293026,0.410083241
RL-W-D3-2010-9-19-T3,SGCRT0088-3,3,RL-W,19,9,2010,19/09/2010,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.449,16,0.826335187,1513.211428,207.0167515,16,16,0.314511299,0.221688265,0.689111189,0.782884327,0.157702156,0.027448967,18.52402113,1.428853056,5.687564346,291.615973,1,0.966817496,0.54629335,0,0.033250528,0.392443321,0.692828793,0.232275427,0.813342328
RL-W-D3-2010-9-19-T4,SGCRT0088-4,4,RL-W,19,9,2010,19/09/2010,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.385,18,0.894906392,1722.365791,185.0455816,18,18,0.536169158,0.221688265,0.665237097,0.860081198,0.169440421,0.033036899,15.8485043,1.32133227,8.242449322,235.0947945,0.98961039,0.928826417,0.640630798,0,0.077572428,0.510151515,0.300549451,0.53346029,0.443450716
RL-W-D3-2010-9-19-T5,SGCRT0088-5,5,RL-W,19,9,2010,19/09/2010,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.2985,16,0.867991549,1468.667573,174.2057716,16,16,0.48288918,0.221688265,0.693377241,0.802993229,0.137473957,0.024898022,21.92955964,1.303654287,9.857597657,162.5548791,0.975544389,0.992717087,0.847331898,0,0.041682773,0.47994889,0.51959799,0.352957093,0.649691835
RL-W-D3-2012-9-2-T1,SGCRT0118-1,1,RL-W,2,9,2012,2/09/2012,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.277,20,0.928462511,1606.770034,182.1301118,20,20,0.40213542,0.221688265,0.761320504,0.789003155,0.148314798,0.028797784,23.73402168,1.280435872,10.30458742,171.6432145,0.958844765,0.971046931,0.722021661,0,0.108714246,0.550211052,0.308375451,0.421804707,0.477279459
RL-W-D3-2012-9-2-T2,SGCRT0118-2,2,RL-W,2,9,2012,2/09/2012,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.326,16,0.869396665,1455.033216,183.5823339,16,16,0.520085388,0.221688265,0.705093008,0.701394657,0.142544532,0.027887678,24.6200578,1.351161608,9.94857158,196.841882,0.97392638,0.99207607,0.792944785,0,0.047487022,0.458203555,0.626533742,0.240952395,0.593843401
RL-W-D3-2012-9-2-T3,SGCRT0118-3,3,RL-W,2,9,2012,2/09/2012,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.4055,20,0.87685508,1781.459785,154.1539542,20,20,0.531883398,0.221688265,0.693423236,0.798521472,0.157135572,0.029820236,18.73407563,1.419264245,10.47520937,206.7204792,0.967940814,0.975143552,0.662497798,0,0.050188751,0.501231149,0.538516551,0.330479939,0.518762054
RL-W-D3-2012-9-2-T4,SGCRT0118-4,4,RL-W,2,9,2012,2/09/2012,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.331,12,0.835707962,1250.961555,82.98604465,12,12,0.218054516,0.221688265,0.598588669,0.898822627,0.120384587,0.0179652,11.97313392,1.195298302,7.796533668,258.3084448,1,0.989929507,0.724859732,0,0.00697188,0.482632272,0.139205206,0.766834185,0.254527849
RL-W-D3-2012-9-2-T5,SGCRT0118-5,5,RL-W,2,9,2012,2/09/2012,1.16055556,103.7405556,Crest,Fringing,3,REST,Raffles Lighthouse,0.2595,16,0.869947765,1671.153057,166.3869045,16,16,0.495418174,0.221688265,0.651334323,0.820793836,0.173406689,0.03365474,18.45436554,1.289531597,17.45858974,281.2570419,1,0.959635417,0.633085604,0,0.049384912,0.312662418,0.403675708,0.514043278,0.45210958
SE-NW-D3-2006-5-21-T1,SGCRT0035-1,1,SE-NW,21,5,2006,21/05/2006,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1675,14,0.875437737,1397.463623,119.3001853,14,14,0.490037726,0.221688265,0.647757556,0.801779329,0.107578701,0.018621154,21.04756188,1.330647538,15.71473334,183.703637,0.96119403,0.997973658,0.839658849,0,0.049977038,0.599257558,0.550045924,0.226219862,0.366216992
SE-NW-D3-2006-5-21-T2,SGCRT0035-2,2,SE-NW,21,5,2006,21/05/2006,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.2565,13,0.809426642,1426.432699,182.8559506,13,13,0.403763834,0.221688265,0.698729951,0.673630484,0.142013043,0.02495352,25.07700597,1.348768348,12.07236615,243.9018558,1,0.981156595,0.764411028,0,0.039223772,0.351465737,0.724996251,0.200654771,0.583063428
SE-NW-D3-2006-5-21-T3,SGCRT0035-3,3,SE-NW,21,5,2006,21/05/2006,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.359,10,0.733649646,1254.466054,112.9777204,10,10,0.228549257,0.221688265,0.67334438,0.712472419,0.091504655,0.01149232,22.97578029,1.377524155,10.07522336,221.9415195,0.997214485,1,0.848739496,0,0.004338976,0.367763017,0.864902507,0.078181916,0.574919649
SE-NW-D3-2006-5-21-T4,SGCRT0035-4,4,SE-NW,21,5,2006,21/05/2006,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.3345,11,0.785747641,1378.305716,190.8659293,11,11,0.439127782,0.221688265,0.489993412,0.748932329,0.139150769,0.024540171,28.97849063,1.268319087,12.54690082,257.1271128,0.98206278,0.996512207,0.684603886,0,0.016545935,0.531775325,0.828929516,0.106768138,0.338757618
SE-NW-D3-2006-5-21-T5,SGCRT0035-5,5,SE-NW,21,5,2006,21/05/2006,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.2875,11,0.778077883,1306.738361,179.3931839,11,11,0.431979236,0.221688265,0.574645686,0.723256349,0.144489384,0.024224384,22.4833337,1.30721007,15.49367921,284.3341424,0.965217391,0.99942029,0.601987578,0,0.002809365,0.500987737,0.741404682,0.197876254,0.329424749
SE-NW-D3-2007-5-19-T1,SGCRT0043-1,1,SE-NW,19,5,2007,19/05/2007,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1465,18,0.899719275,1644.810985,124.9355606,18,18,0.345822016,0.221688265,0.706299593,0.862337435,0.146396331,0.024788611,13.62748589,1.285850772,12.44617614,275.8317081,0.972696246,0.985210466,0.641150658,0,0.018088737,0.354509995,0.345099951,0.534574598,0.397870957
SE-NW-D3-2007-5-19-T2,SGCRT0043-2,2,SE-NW,19,5,2007,19/05/2007,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.114,13,0.836949831,1286.755291,86.28531064,13,13,0.20154037,0.221688265,0.624294531,0.925140012,0.086435391,0.011563085,15.52432403,1.239165152,14.06714712,160.9770259,1,0.985380117,0.901002506,0,0.037753036,0.578937327,0.48768074,0.349846371,0.360123867
SE-NW-D3-2007-5-19-T3,SGCRT0043-3,3,SE-NW,19,5,2007,19/05/2007,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.141,20,0.890397867,1700.435241,128.0007464,20,20,0.490037726,0.221688265,0.590589398,0.837730576,0.114619034,0.018175694,14.16964441,1.250104149,12.34115354,153.1499266,0.976950355,0.995079951,0.770716828,0,0.013525186,0.521060647,0.460629205,0.416830333,0.42633206
SE-NW-D3-2007-5-19-T4,SGCRT0043-4,4,SE-NW,19,5,2007,19/05/2007,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1775,17,0.876889506,1453.872234,129.3846083,17,17,0.397782039,0.221688265,0.725461099,0.91399454,0.135409989,0.025654111,14.17864339,1.259113957,16.21229122,153.6270624,0.954929577,0.961111111,0.78042328,0,0.024702059,0.464328277,0.515565186,0.435396352,0.371986277
SE-NW-D3-2007-5-19-T5,SGCRT0043-5,5,SE-NW,19,5,2007,19/05/2007,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.174,16,0.776060246,1471.712532,207.9825,16,16,0.335421618,0.221688265,0.762294748,0.807650793,0.137909473,0.02048221,22.60783783,1.265633231,6.046571819,368.0969064,0.994252874,0.99137931,0.332225914,0,0.024635279,0.432182066,0.576061008,0.289727011,0.272813513
SE-NW-D3-2008-6-28-T1,SGCRT0057-1,1,SE-NW,28,6,2008,28/06/2008,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1875,11,0.809841778,1197.564422,137.4910717,11,11,0.343980725,0.221688265,0.463380844,0.768426923,0.147249114,0.030103974,16.72783558,1.297283435,23.18470457,175.8345079,0.930666667,0.966222222,0.745142857,0,0.025517949,0.395075214,0.637579487,0.330730769,0.363635897
SE-NW-D3-2008-6-28-T2,SGCRT0057-2,2,SE-NW,28,6,2008,28/06/2008,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.197,9,0.779651627,871.6337685,73.35278859,9,9,0.070869442,0.221688265,0.798624747,0.773372445,0.064618636,0.006080456,13.43139928,1.223358041,14.4610708,116.3419144,1,1,0.913705584,0,0.013282572,0.56823181,0.537309645,0.284052453,0.426692047
SE-NW-D3-2008-6-28-T3,SGCRT0057-3,3,SE-NW,28,6,2008,28/06/2008,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.3565,9,0.801126741,1031.864658,179.5645449,9,9,0.119294702,0.221688265,0.689209876,0.75272896,0.12904636,0.017788768,21.95469075,1.379557292,7.291663745,289.8865458,1,1,0.631136045,0,0,0.486991585,0.81884058,0.119623656,0.385086489
SE-NW-D3-2008-6-28-T4,SGCRT0057-4,4,SE-NW,28,6,2008,28/06/2008,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.314,11,0.792030103,1308.042238,181.7070575,11,11,0.323895448,0.221688265,0.584425021,0.807935416,0.131156307,0.019659605,28.33240105,1.319575372,11.92736661,313.4182539,0.982484076,1,0.614649682,0,0.07994243,0.543373346,0.741878981,0.131522538,0.274877511
SE-NW-D3-2008-6-28-T5,SGCRT0057-5,5,SE-NW,28,6,2008,28/06/2008,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.15,7,0.503266667,875.5678619,52.86251011,7,7,0.221831147,0.221688265,0.695230233,0.951593273,0.122844353,0.019822719,9.884716059,1.241656489,8.723923611,526.565,1,0.985555556,0.26952381,0,0.01,0.147666667,0.15,0.802916667,0.1165
SE-NW-D3-2009-6-20-T1,SGCRT0073-1,1,SE-NW,20,6,2009,20/06/2009,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.375,12,0.839484444,1211.306278,184.9613982,12,12,0.285347812,0.221688265,0.771922462,0.842717684,0.155767188,0.026203987,22.33006436,1.304976164,6.952424974,363.776733,1,0.994293333,0.542666667,0,0.025561026,0.447628034,0.556906667,0.345692308,0.245046154
SE-NW-D3-2009-6-20-T2,SGCRT0073-2,2,SE-NW,20,6,2009,20/06/2009,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.253,12,0.788560984,1319.257884,189.7120862,12,12,0.473602018,0.221688265,0.722779512,0.705883967,0.147752729,0.023636661,20.85453898,1.372100692,8.049716669,311.437424,0.986166008,0.994971264,0.529644269,0,0.02541806,0.65449098,0.587655822,0.256023867,0.265726665
SE-NW-D3-2009-6-20-T3,SGCRT0073-3,3,SE-NW,20,6,2009,20/06/2009,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.288,8,0.628556617,978.2975566,54.75807159,8,8,0.392654552,0.221688265,0.633106887,0.6776588,0.154132182,0.028440929,13.38560238,1.334949917,17.09742196,490.2526765,0.946180556,0.992907801,0.332837302,0,0.035016026,0.201177439,0.263701923,0.67061465,0.153321982
SE-NW-D3-2009-6-20-T4,SGCRT0073-4,4,SE-NW,20,6,2009,20/06/2009,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.175,9,0.843559184,1098.912058,166.5914859,9,9,0.188164091,0.221688265,0.845998124,0.746776937,0.120423839,0.016995845,19.47341127,1.296677381,5.391081044,207.0856096,1,1,0.768571429,0,0.004615385,0.42393956,0.561904762,0.357408425,0.478835165
SE-NW-D3-2009-6-20-T5,SGCRT0073-5,5,SE-NW,20,6,2009,20/06/2009,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.382,14,0.806755571,1527.891305,182.3500173,14,14,0.345822016,0.221688265,0.632281728,0.801764911,0.150948747,0.02462801,15.56592193,1.328166025,7.781925855,443.9510253,0.977094241,0.988219895,0.374976159,0,0.010336958,0.213771983,0.450882669,0.52980056,0.331221473
SE-NW-D3-2010-8-22-T1,SGCRT0084-1,1,SE-NW,22,8,2010,22/08/2010,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.185,11,0.818772827,1289.414457,143.3331927,11,11,0.48288918,0.221688265,0.598938455,0.723180948,0.126350742,0.022038584,20.5548625,1.317060347,15.32950797,197.2232935,0.97027027,0.996222852,0.761003861,0,0.008731809,0.488686764,0.735758836,0.21039501,0.42952876
SE-NW-D3-2010-8-22-T2,SGCRT0084-2,2,SE-NW,22,8,2010,22/08/2010,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1865,11,0.829589805,1255.169479,157.9826532,11,11,0.223349265,0.221688265,0.555360519,0.922818787,0.151601391,0.024539526,12.99203925,1.240376242,9.371348115,343.0231712,1,0.972296693,0.534661049,0,0.028696638,0.459228707,0.338530281,0.532463738,0.266754314
SE-NW-D3-2010-8-22-T3,SGCRT0084-3,3,SE-NW,22,8,2010,22/08/2010,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.0855,6,0.593344961,892.8686242,178.9906187,6,6,0.221261924,0.221688265,0.590721329,0.807590759,0.142067015,0.022614684,22.72606292,1.347804581,18.7539693,414.8857561,0.964912281,1,0.397660819,0,0,0.496929825,0.631578947,0.348684211,0.038011696
SE-NW-D3-2010-8-22-T4,SGCRT0084-4,4,SE-NW,22,8,2010,22/08/2010,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.142,9,0.772862527,702.9128303,52.60565855,9,9,0.327161453,0.221688265,0.680783945,0.762533589,0.170473585,0.032221165,10.52980777,1.359213008,20.48493251,321.1539026,0.919014085,1,0.545774648,0,0,0.399295775,0.318661972,0.536971831,0.153638498
SE-NW-D3-2010-8-22-T5,SGCRT0084-5,5,SE-NW,22,8,2010,22/08/2010,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.0555,6,0.779806834,819.9314221,115.9686912,6,6,0.194790948,0.221688265,0.819322247,0.89256343,0.167077376,0.029404219,12.21260832,1.278613556,9.840227246,356.4886315,1,0.948948949,0.517374517,0,0.035343035,0.317151767,0.389466389,0.537422037,0.357397782
SE-NW-D3-2011-9-11-T1,SGCRT0106-1,1,SE-NW,11,9,2011,11/09/2011,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0.221688265,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE-NW-D3-2011-9-11-T2,SGCRT0106-2,2,SE-NW,11,9,2011,11/09/2011,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0.221688265,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE-NW-D3-2011-9-11-T3,SGCRT0106-3,3,SE-NW,11,9,2011,11/09/2011,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0.221688265,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE-NW-D3-2011-9-11-T4,SGCRT0106-4,4,SE-NW,11,9,2011,11/09/2011,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.136,15,0.881758218,1388.023756,145.9829623,15,15,0.289902978,0.221688265,0.690718188,0.847871104,0.099909215,0.014186064,21.25118028,1.217745456,9.501775536,156.485587,1,0.988051471,0.876313025,0,0.038588801,0.538221154,0.536321644,0.289745946,0.425202677
SE-NW-D3-2011-9-11-T5,SGCRT0106-5,5,SE-NW,11,9,2011,11/09/2011,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.354,15,0.898480641,1488.379762,161.8486202,15,15,0.443205189,0.221688265,0.6068942,0.802130683,0.134955644,0.027842093,19.12082613,1.239259255,20.4210409,144.465043,0.950564972,0.982580038,0.828087167,0,0.027868318,0.541131573,0.44757714,0.443299109,0.399007678
SE-NW-D3-2012-8-18-T1,SGCRT0116-1,1,SE-NW,18,8,2012,18/08/2012,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1855,12,0.841580634,1379.209948,105.8120185,12,12,0.332457447,0.221688265,0.606277348,0.759780012,0.140327364,0.023298445,12.26241025,1.228437171,12.34840383,285.1379958,0.981132075,0.986522911,0.655371583,0,0.011486627,0.471950377,0.303725206,0.615661068,0.243368581
SE-NW-D3-2012-8-18-T2,SGCRT0116-2,2,SE-NW,18,8,2012,18/08/2012,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.1395,8,0.715663982,1114.16939,184.919501,8,8,0.327276811,0.221688265,0.598418926,0.753131506,0.145373002,0.024067221,24.51790006,1.328179186,16.32909171,313.6916283,0.964157706,0.992831541,0.533538146,0,0.004962779,0.472123426,0.830989799,0.136803832,0.277129859
SE-NW-D3-2012-8-18-T3,SGCRT0116-3,3,SE-NW,18,8,2012,18/08/2012,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.15,11,0.760111111,1112.071704,85.77809547,11,11,0.262359362,0.221688265,0.630126617,0.83271265,0.148757607,0.026521092,11.12987709,1.195279722,13.66681116,329.6706532,0.966666667,1,0.55,0,0.007692308,0.273228632,0.116666667,0.845849359,0.183320513
SE-NW-D3-2012-8-18-T4,SGCRT0116-4,4,SE-NW,18,8,2012,18/08/2012,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.114,12,0.890927978,1225.235526,124.5257886,12,12,0.377063083,0.221688265,0.774823017,0.876746848,0.142414179,0.028833598,13.19023055,1.430513696,21.56076037,158.1744987,0.89254386,0.968181818,0.744292237,0,0.021255061,0.580296896,0.412112011,0.413630229,0.420616847
SE-NW-D3-2012-8-18-T5,SGCRT0116-5,5,SE-NW,18,8,2012,18/08/2012,1.21153333,103.7559167,Crest,Fringing,3,REST,Pulau Semakau,0.099,4,0.715233139,840.8974968,168.7273328,4,4,0.126689197,0.221688265,0.847608063,0.952421854,0.150338561,0.024693165,13.95127755,1.288995479,8.429787458,128.3484848,1,0.860215054,0.401154401,NaN,0.060606061,0.694444444,0.707070707,0.245580808,0.236111111
SE-SW-D3-2008-8-17-T1,SGCRT0061-1,1,SE-SW,17,8,2008,17/08/2008,1.20256111,103.754875,Crest,Fringing,3,REST,Pulau Semakau,0.215,12,0.79190914,1339.327968,172.4748824,12,12,0.286542806,0.221688265,0.577485837,0.797338727,0.14751521,0.025426637,20.2452913,1.322798951,5.936943575,204.3567041,1,0.945736434,0.790697674,0,0.047495528,0.339324687,0.633810376,0.299530411,0.609355993
